"Bug ID","Product","Component","Assignee","Status","Resolution","Summary","Changed","OS","Priority","Severity","Summary"
145296,"ruby","Project","issues","NEW"," ---","Project should have an error badge when there is no platform for it","2011-01-28 20:12:26","All","P4","blocker","Project should have an error badge when there is no platform for it"
39464,"cnd","Terminalemulator","ivan","NEW"," ---","Scrollbar doubled after  maximize of OW","2008-10-22 09:13:34","Windows XP","P4","blocker","Scrollbar doubled after  maximize of OW"
168352,"cnd","Editor","vv159170","NEW"," ---","Help with next/prev mark occurrences navigation","2010-11-02 17:06:23","Solaris","P4","blocker","Help with next/prev mark occurrences navigation"
98585,"serverplugins","Infrastructure","thuydn","NEW"," ---","Browser launched with double slash in case of default context path","2009-02-19 20:59:28","Windows XP","P4","blocker","Browser launched with double slash in case of default context path"
137732,"versioncontrol","Code","ovrabec","NEW"," ---","[New] annotations for already versioned","2014-06-05 12:20:27","All","P4","blocker","[New] annotations for already versioned"
20119,"xml","Text-Edit","issues","NEW"," ---","Add quotation marks automatically when typing tag attribute and press '='","2007-09-25 01:33:11","All","P4","blocker","Add quotation marks automatically when typing tag attribute and press '='"
162710,"platform","Window System","issues","NEW"," ---","new toolbar is not correctly listed","2009-11-10 06:09:58","Windows XP","P4","blocker","new toolbar is not correctly listed"
93241,"obsolete","visualweb","pzavadsky","NEW"," ---","Second click on Alert component does not go into inline edit mode - must click on default text/badge","2007-01-26 20:35:40","Windows XP","P4","blocker","Second click on Alert component does not go into inline edit mode - must click on default text/badge"
130632,"platform","Window System","issues","NEW"," ---","DND image missing after fresh IDE start","2010-08-11 13:31:48","All","P4","blocker","DND image missing after fresh IDE start"
157209,"platform","Window System","issues","NEW"," ---","Maximised window unmaximises on desktop change","2009-01-23 13:01:41","Linux","P4","blocker","Maximised window unmaximises on desktop change"
84257,"soa","BPEL","jkopsa","NEW"," ---","in if/else construct, else branch is not completely intuitive","2006-09-21 10:10:39","All","P4","blocker","in if/else construct, else branch is not completely intuitive"
123598,"platform","Window System","issues","NEW"," ---","IDE should periodically save IDE session, rather than only at shutdown","2012-03-19 06:54:10","All","P4","blocker","IDE should periodically save IDE session, rather than only at shutdown"
152781,"ide","Schema2Beans","schema2beans-issues","NEW"," ---","XML Schema to Entity Class Generator Bug","2008-11-08 15:40:47","All","P4","blocker","XML Schema to Entity Class Generator Bug"
70291,"serverplugins","Sun Appserver 8","vkraemer","NEW"," ---","I18N - resize issues in sun-ejb-jar.xml editor","2009-09-17 20:25:21","All","P4","blocker","I18N - resize issues in sun-ejb-jar.xml editor"
112508,"soa","XSLT","slunegov","NEW"," ---","Generated apostrophes show up escaped in Source view","2008-09-11 14:41:05","All","P4","blocker","Generated apostrophes show up escaped in Source view"
146696,"cnd","Project","alexvsimon","NEW"," ---","expensive use of EDT for reading XML configuration data","2017-02-02 14:06:01","All","P4","blocker","expensive use of EDT for reading XML configuration data"
50329,"platform","Window System","issues","NEW"," ---","Output window tooltip should mention ESC functionality","2010-08-11 13:28:44","All","P4","blocker","Output window tooltip should mention ESC functionality"
